Sign_ID ID Easting Northing Altitude Retro Angle Distance UTC Long Lat
2 4319073.0 740065.896 3755816.924 323.725 0.773 0.03743 35.757 69349.52112 -84.403325144 33.915441389
2 4319170.0 740065.936 3755816.999 324.09 0.773 0.047619999999999996 35.488 69349.53441000001 -84.403324693 33.915442057
2 4319171.0 740065.933 3755817.022 323.725 0.761 0.03733 35.46 69349.53444 -84.403324721 33.915442266
2 4319268.0 740065.958 3755817.086 324.453 0.765 0.05791 35.201 69349.54768999999 -84.403324438 33.915442834000004
2 4319269.0 740065.957 3755817.107 324.091 0.769 0.047619999999999996 35.173 69349.54772 -84.40332443300001 33.915443026
2 4319270.0 740065.961 3755817.126 323.729 0.769 0.03733 35.153 69349.54776 -84.403324388 33.915443195
2 4319271.0 740065.936 3755817.163 323.367 0.761 0.027039999999999998 35.103 69349.54779 -84.40332465 33.915443531
2 4319367.0 740065.965 3755817.203 324.453 0.769 0.05801 34.869 69349.56101 -84.403324328 33.915443889
2 4319368.0 740065.978 3755817.216 324.094 0.773 0.04772 34.857 69349.56104 -84.40332418 33.915444001
2 4319369.0 740065.976 3755817.239 323.735 0.765 0.03743 34.83 69349.56108 -84.4033242 33.915444204
2 4319370.0 740065.971 3755817.263 323.377 0.773 0.027139999999999997 34.804 69349.56111000001 -84.403324246 33.915444421
2 4319466.0 740065.999 3755817.305 324.447 0.773 0.05791 34.568000000000005 69349.57432999999 -84.403323931 33.915444794
2 4319467.0 740066.019 3755817.313 324.092 0.776 0.047619999999999996 34.564 69349.57436 -84.403323713 33.915444866
2 4319468.0 740066.014 3755817.337 323.736 0.761 0.03733 34.535 69349.57439 -84.403323755 33.91544508
2 4319469.0 740066.006 3755817.363 323.381 0.773 0.027039999999999998 34.505 69349.57442 -84.403323839 33.915445315999996
2 4319565.0 740066.032 3755817.407 324.445 0.78 0.05791 34.266 69349.58765 -84.403323544 33.915445706
2 4319566.0 740066.032 3755817.428 324.092 0.769 0.047619999999999996 34.238 69349.58768 -84.403323545 33.915445897
2 4319567.0 740066.031 3755817.449 323.739 0.769 0.03733 34.214 69349.58771 -84.403323543 33.915446085
2 4319568.0 740066.019 3755817.477 323.387 0.769 0.027039999999999998 34.18 69349.58774 -84.403323665 33.915446341
2 4319664.0 740066.06 3755817.511 324.445 0.78 0.05801 33.958 69349.60097 -84.403323212 33.915446640999996
2 4319665.0 740066.062 3755817.531 324.095 0.776 0.04772 33.933 69349.601 -84.403323188 33.915446816
2 4319666.0 740066.084 3755817.538 323.747 0.769 0.03743 33.935 69349.60102999999 -84.403322953 33.915446875
2 4319667.0 740066.065 3755817.57 323.397 0.757 0.027139999999999997 33.893 69349.60106 -84.403323147 33.91544717
2 4319764.0 740066.073 3755817.613 324.432 0.773 0.05791 33.632 69349.61428 -84.403323045 33.915447557
2 4319765.0 740066.068 3755817.637 324.085 0.773 0.047619999999999996 33.599000000000004 69349.61431 -84.40332309600001 33.915447772
2 4319766.0 740066.082 3755817.649 323.74 0.765 0.03733 33.592 69349.61435 -84.403322941 33.915447875
2 4319864.0 740066.117 3755817.696 324.424 0.737 0.05791 33.343 69349.6276 -84.403322543 33.915448292
2 4319865.0 740066.114 3755817.719 324.081 0.776 0.047619999999999996 33.312 69349.62762999999 -84.403322577 33.915448497
2 4319866.0 740066.117 3755817.737 323.738 0.776 0.03733 33.292 69349.62767 -84.403322542 33.915448664
2 4319965.0 740066.137 3755817.815 324.078 0.773 0.04772 32.998000000000005 69349.64095 -84.40332230199999 33.915449358000004
2 4319966.0 740066.136 3755817.835 323.739 0.776 0.03743 32.974000000000004 69349.64098 -84.403322307 33.915449545
2 4320065.0 740066.155 3755817.914 324.069 0.784 0.047619999999999996 32.678000000000004 69349.65426 -84.403322078 33.915450252
2 4320066.0 740066.161 3755817.931 323.733 0.725 0.03733 32.662 69349.6543 -84.403322009 33.915450399
2 4320166.0 740066.169 3755818.017 324.063 0.761 0.047619999999999996 32.353 69349.66758 -84.40332189600001 33.915451174
3 4358730.0 740169.383 3755792.857 327.437 0.792 0.0579 25.566999999999997 69354.60728 -84.402213371 33.915200948
3 4358731.0 740169.392 3755792.873 327.174 0.792 0.04761 25.552 69354.60731 -84.402213275 33.915201093
3 4358732.0 740169.395 3755792.894 326.911 0.792 0.03732 25.533 69354.60734 -84.402213233 33.915201277
3 4358733.0 740169.405 3755792.908 326.649 0.8 0.027030000000000002 25.526 69354.60737 -84.402213116 33.915201406
3 4358734.0 740169.402 3755792.934 326.387 0.804 0.01674 25.503 69354.60741 -84.40221315 33.915201644
3 4358735.0 740169.385 3755792.971 326.125 0.765 0.00645 25.465999999999998 69354.60743999999 -84.402213324 33.91520198
3 4358844.0 740169.437 3755792.934 327.697 0.769 0.06819 25.284000000000002 69354.62056 -84.402212768 33.915201628
3 4358845.0 740169.443 3755792.951 327.437 0.847 0.0579 25.264 69354.62058999999 -84.402212693 33.915201785
